Name,Label,Contrast0,Dissimilarity0,Homogenity0,Entropy0,ASM0,Energy0,Correlation0,Contrast45,Dissimilarity45,Homogenity45,Entropy45,ASM45,Energy45,Correlation45,Contrast90,Dissimilarity90,Homogenity90,Entropy90,ASM90,Energy90,Correlation90,Contrast135,Dissimilarity135,Homogenity135,Entropy135,ASM135,Energy135,Correlation135
C33P1thinF_IMG_20150619_114756a_cell_179.png,Parasitized,146.55025474756806,2.3678554886522156,3549261.000000261,4.809656362064778,0.07616850186795009,0.2759864160931659,0.9888776008003048,297.92085684171474,3.9971479942959203,3549260.9999998906,5.091349961198814,0.07200968213008084,0.2683461982776742,0.9772714176428718,162.51993303986575,2.421476842953668,3549260.9999999083,4.8473872364204,0.07464326931879128,0.2732092043083309,0.987602113852893,300.2346704693416,4.053971107942161,3549260.999999883,5.100491850816378,0.07198797161173966,0.26830574278561325,0.977094895246442
C33P1thinF_IMG_20150619_114756a_cell_180.png,Parasitized,120.30401420410675,2.157001698317146,3746401.0000002375,4.347781413760645,0.07301180560069297,0.27020696808315836,0.9911278014071587,264.12623225246455,3.7801165602330915,3746400.999999922,4.628478490485534,0.0674836080901639,0.25977607297471395,0.9803911809168343,157.7124279248564,2.3881982763965337,3746400.99999993,4.42583801391071,0.07082310641851843,0.26612610999020453,0.9882934812206067,274.2542935085878,3.8981027962055554,3746400.99999991,4.668469831649709,0.06722943314446546,0.25928639213129845,0.9796392702900801
C33P1thinF_IMG_20150619_114756a_cell_181.png,Parasitized,135.15224641037454,2.3163347228655637,3453339.0000001965,5.002872887836734,0.05301026179522266,0.23023957478075455,0.98721623707147,265.07641515283143,3.972378944757826,3453338.9999999064,5.286495234371361,0.04944108693939662,0.2223535179379823,0.9747263153090331,134.9991474982947,2.386028272056523,3453338.9999999255,5.021478136867254,0.051893041398455284,0.2278004420506143,0.9871212414623447,260.9203608407226,3.9139748279496063,3453338.999999909,5.281240909128421,0.0494153638696296,0.22229566768074813,0.9751225738980264
C33P1thinF_IMG_20150619_114756a_cell_182.png,Parasitized,152.4813648293958,2.2362822294272435,4002921.0000002114,4.3947551906924565,0.10532012182440055,0.32453061769947156,0.9905209430165078,308.55580011159986,3.9272428544856863,4002920.999999923,4.671634270361626,0.10066810041938663,0.3172823670161748,0.9807465881033973,156.36332072664175,2.3282906565812884,4002920.9999999376,4.420632188076539,0.10366788725239463,0.32197497923347185,0.9902422331369664,286.8732717465439,3.7280674561349056,4002920.9999999194,4.642485745399119,0.10093598636730443,0.3177042435462649,0.9820995448438673
C33P1thinF_IMG_20150619_115740a_cell_161.png,Parasitized,130.64985332715653,2.2891616489115716,3501081.0000001597,4.743690953613587,0.07294918845508344,0.27009107437137464,0.9892635913189588,225.0588226176453,3.5788486576972933,3501080.9999999083,4.990011828753103,0.0690941790580773,0.2628577163753754,0.981410848856445,107.23637547275109,2.034317068634131,3501080.9999999455,4.71743962938806,0.07243608494130954,0.2691395269025149,0.9911430898507709,239.10612871225706,3.732701965403924,3501080.999999907,4.998835571341959,0.06905848785581248,0.2627898168799782,0.980250585538992
C33P1thinF_IMG_20150619_115740a_cell_162.png,Parasitized,73.44803149606281,1.7624671916010897,3501081.0000002235,5.055180117574143,0.03497147732088599,0.18700662373532653,0.9915500808592658,152.36964473928916,3.05164610329217,3501080.999999906,5.347236821874522,0.03180587561574781,0.17834201864885293,0.9823055465704625,80.54415958831916,1.866622233244456,3501080.999999925,5.031931573658803,0.034407656820612885,0.18549301016645584,0.9906422415054791,149.67601835203652,3.0065410130819874,3501080.999999907,5.310827509362696,0.03201502873260934,0.1789274398537277,0.9826183532764595
C33P1thinF_IMG_20150619_115740a_cell_163.png,Parasitized,137.71482167670217,2.2062220163656288,3501081.0000001383,4.55604799471853,0.05145763197331621,0.22684274723542786,0.988024662224079,241.21340442680943,3.444168888337749,3501080.999999934,4.818362024932914,0.04732048936864135,0.21753273171787585,0.9788608172653738,115.58334366668777,1.8631192262384453,3501080.9999999534,4.548378281225675,0.050726927621006175,0.22522639192822447,0.9898705669828619,253.1169632339275,3.5538471076941884,3501080.999999935,4.838046721124554,0.04721296180765642,0.21728543855412036,0.9778176268779517
C33P1thinF_IMG_20150619_115808a_cell_205.png,Parasitized,138.1589161648905,2.273012197004815,3043041.000000145,5.2578203911111325,0.05463923925156293,0.23375037807790372,0.9864697640235531,231.50048050096203,3.720890941781857,3043040.999999936,5.498275461860819,0.051566763775846694,0.22708316488865196,0.9771673227137051,97.81706863413741,2.0917601835203614,3043040.999999951,5.140854353003184,0.054403609884470364,0.23324581429142596,0.990365775024527,229.36060822121675,3.712954925909833,3043040.999999936,5.511958018804168,0.051547847616432,0.22704151077816584,0.9773783763283324
C33P1thinF_IMG_20150619_115808a_cell_206.png,Parasitized,104.25704801605686,1.9646904431064014,3696449.000000231,4.745982589507096,0.05196650210293513,0.22796162418910584,0.990255538106894,240.19446338892703,3.5791741583482626,3696448.9999999255,5.012682907947213,0.04790940333554336,0.21888216769655622,0.9773411850678734,148.13483476966945,2.3986452972905647,3696448.999999929,4.7741036727536486,0.05052333090824373,0.22477395513769768,0.9860326671407887,248.11063922127965,3.6978113956227423,3696448.999999919,5.047879667513756,0.047671907332310366,0.21833897346170328,0.9765944103061894
C33P1thinF_IMG_20150619_120645a_cell_215.png,Parasitized,118.42109001080746,2.0061756986259294,3597881.000000213,4.444689915258791,0.07066438305502168,0.2658277319149033,0.9904390086707886,245.77143654287397,3.499379998759959,3597880.99999992,4.719801554668878,0.06593172466601258,0.2567717365015328,0.9800272931962997,144.22239444478777,2.2329654659309215,3597880.999999944,4.508017388441964,0.06902604028176175,0.2627280728848018,0.9882915870238613,264.8357306714641,3.6885733771467013,3597880.9999999357,4.752009324587611,0.0656598303710621,0.25624174205437744,0.9784780262741264
C33P1thinF_IMG_20150619_120645a_cell_216.png,Parasitized,141.56589470433804,2.3303535587463733,3406033.000000223,5.129285178625215,0.061148564215616624,0.24728235726718684,0.9877277189527348,229.48666997334038,3.667462334924613,3406032.99999991,5.341151084093256,0.05819551110318274,0.2412374579189201,0.9799863742023666,91.27132804265659,1.9956754913509644,3406032.9999999274,4.977681522321952,0.06110466181965014,0.2471935715581013,0.992037386782576,224.11082522165032,3.646444292888541,3406032.9999999027,5.347860201907208,0.058223814348145726,0.24129611341284743,0.9804552038089778
C33P1thinF_IMG_20150619_120645a_cell_217.png,Parasitized,156.76350162112064,2.367824610159058,3597881.000000232,4.564580835843725,0.06738970801278413,0.259595277331434,0.9876079762131752,297.8924297848616,3.9438588877177123,3597880.9999999143,4.81050705757049,0.06292750820590705,0.2508535592849084,0.976287793993236,154.05843511686976,2.322989645979268,3597880.9999999306,4.5533598300924085,0.06648995930594657,0.2578564703588928,0.9877375922659992,304.84186868373865,4.008866017732,3597880.9999999166,4.809089124666474,0.06294788557166611,0.2508941720560008,0.9757346193895078
C33P1thinF_IMG_20150619_120742a_cell_210.png,Parasitized,107.49911996294499,1.9832638567238312,3043041.000000215,4.933393755608389,0.04898434130970201,0.22132406400954688,0.9893235758496842,233.16228532457123,3.6027342054683547,3043040.999999923,5.238142796858088,0.04515677083464959,0.21250122548975944,0.9766327233298696,129.76260152520243,2.2055304110608027,3043040.9999999376,4.943461210585622,0.047489670972116704,0.217921249473558,0.986983409813811,231.41385082770344,3.582212164424274,3043040.9999999204,5.21760111069909,0.04526380443965879,0.21275291875708496,0.9768079495787048
C33P1thinF_IMG_20150619_120804a_cell_224.png,Parasitized,138.57765941022072,2.237934228809675,3086931.000000197,4.751320782596558,0.06438817676942957,0.2537482547120858,0.987964558472989,230.40910781821609,3.53205406410807,3086930.999999908,4.937274909728592,0.060862484286190316,0.24670323120338394,0.979864323302115,95.28425506850978,1.8379781759563332,3086930.9999999264,4.587715616940944,0.06495402914623175,0.25486080347168283,0.9916791660357153,227.27053754107598,3.5523591047181697,3086930.9999999125,4.964514030409248,0.0608871758384564,0.24675326915454718,0.9801386060203232
C33P1thinF_IMG_20150619_120838a_cell_222.png,Parasitized,123.50921723019907,2.047460243940135,3043041.000000187,4.2242540398144195,0.15191153199683616,0.38975829945856977,0.99111960659813,241.9930714861448,3.435845371690701,3043040.999999919,4.446456008875941,0.1471520617687599,0.3836040429515308,0.9825692606350975,127.06768863537751,2.042795585591151,3043040.9999999446,4.232855960327378,0.15040382981594907,0.38781932625379706,0.990847233496018,242.40469030938226,3.52831855663705,3043040.999999915,4.477705900987869,0.14702424321223373,0.38343740455546815,0.9825396117679595
C33P1thinF_IMG_20150619_121102a_cell_193.png,Parasitized,107.66113941639584,1.9929288250733734,3131241.0000001946,4.937394145046991,0.038414967306671446,0.1959973655605387,0.9879110662205698,186.79935209870527,3.0865056730113083,3131240.9999999064,5.179606247093273,0.03548304955280435,0.18836944962706756,0.9788482989234467,86.41333932667851,1.729446958893908,3131240.999999929,4.896562916866929,0.03797654460427528,0.19487571578900045,0.9901939060575876,190.58256866513727,3.1430497860995383,3131240.999999919,5.195888306210451,0.035347049249803836,0.1880081095320195,0.9784199169990903
C33P1thinF_IMG_20150619_121229a_cell_177.png,Parasitized,69.08628994905024,1.6783541763162408,2548393.000000187,4.744754170479116,0.08141359305401831,0.2853306731741582,0.9928797736068042,156.94437038874057,3.114436728873418,2548392.999999915,5.048716960659165,0.07717066269973369,0.2777960811453857,0.9837427589151165,90.42866885733775,1.9941719883439666,2548392.9999999357,4.809943911688498,0.07913573669389153,0.2813107475620004,0.9906286959207323,154.49976749953487,3.045833591667137,2548392.999999922,5.034608253756561,0.07720136749330113,0.2778513406361415,0.9839959855738909
C33P1thinF_IMG_20150619_121229a_cell_178.png,Parasitized,102.83041531573161,2.022386907518949,3086931.000000209,4.47714932127244,0.09652622768528496,0.31068670342530746,0.9910383057404365,194.49435798871593,3.3857957715914755,3086930.999999915,4.713758556812135,0.09181390411576364,0.3030080924922033,0.9829793869761219,101.4224688449378,2.001302002603985,3086930.999999944,4.456772730898995,0.09505591485066563,0.3083113926708931,0.9911256930066533,203.26796453593053,3.4957839915679267,3086930.9999999194,4.7326158257988515,0.09165358909412913,0.3027434377391674,0.982211590092913
C33P1thinF_IMG_20150619_121229a_cell_179.png,Parasitized,76.35128917708786,1.8760382893314944,2829821.0000001322,5.233802905948325,0.03488314001618107,0.1867702867593801,0.9906005992506006,141.14134478269008,2.939379378758729,2829820.999999913,5.497047210542119,0.032418145339574926,0.18005039666597497,0.9824841602605755,66.94506789013573,1.6124682249364528,2829820.9999999423,5.204832695175434,0.03461476876531012,0.18605044682910632,0.9916929734162448,139.6950368900732,2.934853369706714,2829820.99999992,5.513860904688573,0.03248445064067077,0.18023443245026954,0.9826636491077408
C33P1thinF_IMG_20150619_121300a_cell_156.png,Parasitized,106.79047398486922,2.0592095105759287,3359161.000000252,4.467674848254665,0.13615618491520376,0.3689934754371732,0.9921540849301709,208.7981275962569,3.4839109678218785,3359160.9999999087,4.694802053211376,0.13144054841876252,0.3625473050772306,0.9846245205623635,104.75344100688216,2.0393855787711375,3359160.999999928,4.433568658891777,0.13462630439115628,0.3669145736968706,0.9922864842854033,202.68435736871564,3.4256308512616718,3359160.999999888,4.689022813478071,0.13152730796592582,0.3626669380656663,0.985074726459816
C33P1thinF_IMG_20150619_121411a_cell_189.png,Parasitized,132.87992897946526,2.116890535741874,4108721.0000001835,4.551693360442409,0.0661439117034307,0.25718458683099715,0.9900817613075586,239.15129580259173,3.4125953251906087,4108720.9999999185,4.762610605197258,0.06234589198206582,0.2496915937352834,0.9820360145703655,114.03400706801423,1.9539029078058006,4108720.999999941,4.501912369479327,0.06538415140271958,0.25570324871365946,0.9914317824867329,240.33574617149176,3.4657294314588194,4108720.99999992,4.800122916052922,0.06218138193840144,0.24936194966033098,0.9819470439080921
C33P1thinF_IMG_20150619_121411a_cell_190.png,Parasitized,123.69559981472894,2.060552725027056,3406033.0000001965,4.580055352774656,0.08047869590164118,0.28368767315771964,0.9898425787106722,278.7231694463382,3.800049600099154,3406032.9999999125,4.897161823334056,0.07569922262497754,0.27513491713153665,0.9769859437307032,157.8538037076068,2.348223696447371,3406032.9999999264,4.6763058346623305,0.07831181548345953,0.2798424833427897,0.9869598586184055,266.99522599045156,3.698059396118714,3406032.9999999166,4.886458744188146,0.07578929415176289,0.27529855457623253,0.9779543151479501
C33P1thinF_IMG_20150619_121435a_cell_173.png,Parasitized,64.3217847769027,1.5875559672688269,2956513.000000191,4.720768745696395,0.03618755790760329,0.19023027600149062,0.9913965328457301,136.36390972781868,2.8114886229772083,2956512.9999999115,4.991408772766847,0.03181878610176512,0.1783782108379976,0.9815494305203708,74.90092380184777,1.7566495132990216,2956512.99999993,4.729614259615959,0.03524904391553302,0.18774728737196983,0.989854700616341,136.78107756215474,2.7982205964411735,2956512.9999999125,4.983076853171186,0.03192750554776739,0.1786826951547558,0.9814929860833713
C33P1thinF_IMG_20150619_121503a_cell_158.png,Parasitized,139.48307858576487,2.2721475991972087,3266711.0000002026,4.694097435691281,0.057205852735423904,0.2391774503071389,0.987706174004203,250.22850145700366,3.717155434310814,3266710.9999999236,4.9393764947432865,0.05323251666560092,0.23072172993803797,0.9777960096797537,118.91991133982279,2.0961776923553646,3266710.9999999427,4.63770055351843,0.056804717149639125,0.2383374019109026,0.9894457887751678,252.14777729555408,3.727571455142851,3266710.9999999274,4.933862727215666,0.05324452969415313,0.23074776205665165,0.9776257030124743
C33P1thinF_IMG_20150619_121503a_cell_159.png,Parasitized,124.65514898872945,2.1636868920797014,3597881.000000257,4.448141087628964,0.08758638141651118,0.29594996437997956,0.990660837067738,248.9049383098781,3.6381517763035256,3597880.999999928,4.699042060793272,0.08323590524205311,0.28850633483868793,0.9812702491059888,119.76801103602175,1.9966054932109745,3597880.999999935,4.429560263075867,0.08670776695435735,0.2944618259713088,0.9909900654656707,225.8694432388879,3.4037913075825945,3597880.9999999176,4.67604922293752,0.08354634131692264,0.2890438397837301,0.983003638115186
C37BP2_thinF_IMG_20150620_131423a_cell_92.png,Parasitized,102.83487725798918,2.2603828933148327,3043041.0000001723,5.238026645057927,0.05656938320412296,0.2378431903673573,0.9887650604468419,229.86186372372794,3.9529419058837596,3043040.999999914,5.4936034475121165,0.05268960559233341,0.2295421651730536,0.9746950326422271,128.53163556327092,2.4672174344348474,3043040.9999999367,5.191770537426606,0.054921363438731954,0.23435307431039165,0.985844597358641,219.7180544361083,3.875100750201476,3043040.99999991,5.50301952243671,0.05274136682100334,0.22965488634253647,0.9758117414287582
C37BP2_thinF_IMG_20150620_131423a_cell_93.png,Parasitized,109.62704955998065,2.2510421491431596,3131241.0000001756,5.188981211599456,0.05614044615632125,0.23693975216565338,0.9878046635088497,207.85428420856965,3.6329437658874917,3131240.9999999087,5.430307307141427,0.0528237389051157,0.22983415521874834,0.9767160368310064,102.84002418004829,2.133036766073528,3131240.9999999367,5.099636871221882,0.055278883296309984,0.23511461735993783,0.9884781152891211,204.55631161262454,3.6448787897575614,3131240.999999912,5.434465839003462,0.05280525423642698,0.22979393864161643,0.9770854777244149
C37BP2_thinF_IMG_20150620_131423a_cell_94.png,Parasitized,117.96848849776077,2.078632082754376,2956513.0000001504,4.858946770020565,0.06010496149019731,0.24516313240411436,0.9893038379260531,226.50810651621399,3.4064883129765984,2956512.999999929,5.093832841624014,0.05655577571074957,0.23781458262846197,0.9793175683841907,117.12378324756631,2.0259470518940885,2956512.9999999604,4.798527380913874,0.05929922894317696,0.24351433005713846,0.989309084329975,226.08445966891978,3.4349773699547113,2956512.9999999437,5.124954040770325,0.05646661137159244,0.2376270425932041,0.9793562515336929
C37BP2_thinF_IMG_20150620_132440a_cell_108.png,Parasitized,106.20271730739536,2.010066388760261,2587399.00000015,4.691101396690323,0.06570232207746002,0.25632464196299976,0.9890720080972325,213.43350486700973,3.454460908921779,2587398.9999999274,4.944923905567575,0.06122106449138562,0.24742890795415481,0.9778798268894525,112.04119908239811,2.045446090892182,2587398.9999999395,4.615198832367149,0.06559977123457292,0.2561245229074579,0.9884008963803916,209.31465062930175,3.3688387376774513,2587398.9999999297,4.90993723746059,0.06125848321818527,0.2475045115107708,0.9783067034888504
