Filename,Label,Contrast0,Contrast45,Contrast90,Contrast135,Homogeneity0,Homogeneity45,Homogeneity90,Homogeneity135,Dissimilarity0,Dissimilarity45,Dissimilarity90,Dissimilarity135,Entropy0,Entropy45,Entropy90,Entropy135,ASM0,ASM45,ASM90,ASM135,Energy0,Energy45,Energy90,Energy135,Correlation0,Correlation45,Correlation90,Correlation135
C33P1thinF_IMG_20150619_114756a_cell_179.png,Parasitized,567.0111111111112,981.0591776349352,552.2550505050506,969.4611774308744,0.5340226356517607,0.468131320732583,0.5283670007191755,0.4794638148591865,5.443434343434343,8.607591062136516,5.527373737373739,8.45964697479849,5.221022539835632,5.473460196827585,5.2246687308453525,5.4677224220472525,0.0700530762167126,0.06298247584850995,0.07027736965615758,0.06304680049628773,0.2646754167215244,0.2509630965869483,0.2650987922570708,0.25109121947270024,0.9499802286035479,0.9122377866446382,0.9513385386900652,0.9132753042497008
C33P1thinF_IMG_20150619_114756a_cell_180.png,Parasitized,482.8294949494949,999.6269768390982,623.9165656565656,939.8175696357515,0.5419849951936861,0.47955041198001913,0.5409824542426707,0.48265772363425097,5.053535353535354,8.500561167227835,5.574141414141414,8.085297418630752,4.811646457710999,5.07363589526542,4.839920908650831,5.032648562627009,0.06468158351188655,0.056878708042936814,0.06344533210896847,0.05731547333826632,0.25432574292015064,0.23849257439789778,0.2518835685569197,0.2394065022890279,0.9601430042518934,0.9160278727682718,0.9483917623271206,0.9210520700615609
C33P1thinF_IMG_20150619_114756a_cell_181.png,Parasitized,513.2360606060606,891.597898173656,500.3797979797979,916.1511070298949,0.48882370172136336,0.4316940437817922,0.4943635992042838,0.4387141040865365,5.348787878787879,8.356800326497298,5.445050505050506,8.568819508213448,5.499543103280503,5.747423812610963,5.476939044301751,5.751583789743014,0.04630503520048971,0.04043875322780075,0.04658451688603201,0.040368635301743554,0.2151860478759943,0.20109389157257052,0.21583446639967402,0.2009194746701861,0.9438498742867117,0.9003173072760972,0.9452661139332403,0.8975722021352978
C33P1thinF_IMG_20150619_114756a_cell_182.png,Parasitized,563.0818181818181,966.057239057239,642.2045454545455,1095.892357922661,0.5592999673354996,0.5134582491193207,0.5595866395262966,0.5047763919195256,5.143636363636364,7.704826038159371,5.48010101010101,8.497806346291195,4.805138828186588,4.987211008314302,4.813167736316441,5.040546421965102,0.09881598306295276,0.09146383504133024,0.09840757575757578,0.09028518658952166,0.3143500963304334,0.3024298845043761,0.31369981791128887,0.30047493504370987,0.9616465021410824,0.9335517068325921,0.9562423959880495,0.9246212607958602
C33P1thinF_IMG_20150619_115740a_cell_161.png,Parasitized,475.5071717171717,828.9109274563822,416.30333333333334,749.9687786960515,0.5356789416685415,0.46433998210524213,0.5440902080281469,0.4797503279586771,5.346565656565657,8.25793286399347,4.705151515151515,7.714518926640139,5.210620188641824,5.464140067453236,5.155692566123523,5.444994900875628,0.06558964901540658,0.059186467992928725,0.06727162024283237,0.05970441726069632,0.2561047617976022,0.24328269151941065,0.2593677316915741,0.24434487361247487,0.9542517202254377,0.9191632814064048,0.9600565010500419,0.9268618459362451
C33P1thinF_IMG_20150619_115740a_cell_162.png,Parasitized,314.9344444444445,593.5661667176821,346.7671717171718,609.551270278543,0.4971287968076812,0.4242930654480961,0.5087994278151099,0.4260492160756409,4.143131313131313,6.724007754310786,4.403333333333333,6.889909192939497,5.5595126229775245,5.79685632974457,5.533214889471796,5.849199729665009,0.029500780532598723,0.02541999419714434,0.02911185593306805,0.025256017875818586,0.1717579125763897,0.15943648954095904,0.17062196790878967,0.15892142044362234,0.9586380626713548,0.9200806199447128,0.9543565035836071,0.9179283416675191
C33P1thinF_IMG_20150619_115740a_cell_163.png,Parasitized,531.9741414141414,882.8526680950923,416.4061616161617,815.3279257218651,0.5405870789239806,0.47268982781532204,0.5520864853161495,0.4739898403167272,5.1614141414141415,7.792368125701458,4.262929292929294,7.37914498520559,5.07760160806391,5.33772966109932,5.042149951493655,5.313141140744189,0.043359050096928885,0.0380186515661251,0.045009978573614925,0.03832217146102866,0.20822836045296253,0.19498372128494496,0.2121555527758228,0.19576049514912006,0.9460537627457988,0.9085725731466869,0.9580214952593408,0.915565374626732
C33P1thinF_IMG_20150619_115808a_cell_205.png,Parasitized,517.5962626262626,796.3307825732068,372.35989898989897,809.7577798183859,0.501535519247032,0.4345593981008825,0.5148399415841517,0.4338556762536948,5.167373737373738,8.036730945821855,4.853636363636364,8.0867258443016,5.701245183989533,5.970795844584626,5.5915301067892536,5.957680981666819,0.05029050096928884,0.044360276907666966,0.05052051321293745,0.04429966870255896,0.22425543687788005,0.21061879523838076,0.22476768720823162,0.2104748647761983,0.9396367500664397,0.9053477814958029,0.9564601394299543,0.9037518428420197
C33P1thinF_IMG_20150619_115808a_cell_206.png,Parasitized,390.01585858585844,916.4358738904194,632.0152525252523,870.8997041118254,0.5051780275064178,0.4447573164122069,0.5149148135733255,0.4597917794558841,4.503131313131313,7.984695439240895,5.540707070707069,7.579634731149884,5.17341645730264,5.43585639195663,5.193268092454338,5.391884924751714,0.047699255178043014,0.04088696454194102,0.04563841954902558,0.04130605331163101,0.2184015915190249,0.20220525349738325,0.21363150411169599,0.20323890698296673,0.958652988686001,0.9003962832215162,0.9325265208025162,0.9053454257496784
C33P1thinF_IMG_20150619_120645a_cell_215.png,Parasitized,454.89292929292935,959.2901744719927,573.5790909090908,850.5920824405673,0.5669174879605893,0.49772027409956787,0.5599158888244521,0.5077954146933849,4.697575757575757,8.202122232425264,5.232222222222222,7.449954086317722,4.9071871451079385,5.2114736336557606,4.962850903794235,5.15117246759243,0.06319240383634321,0.05546004193792146,0.06214187327823689,0.05639483137141077,0.25138099338721537,0.235499558254196,0.24928271756830014,0.23747595956519635,0.9577454400440045,0.909314667289207,0.9466029348713085,0.9195903095330398
